# {"t_start": 1704792580.1884503, "env_id": "PctDiscrete-v0"} 
r,l,t
8.23,22,169491.718932
7.49,38,169502.93351
5.28,28,169511.291831
7.48,25,169518.261072
7.32,30,169526.505062
7.8,29,169535.47737
7.15,26,169543.065513
6.17,26,169550.929224
6.88,24,169558.081074
7.66,31,169567.386793
6.54,27,169575.208942
7.18,27,169583.740831
7.69,25,169590.906538
7.22,25,169598.259479
8.98,33,169608.028269
7.05,28,169615.975979
7.93,29,169624.471133
7.03,24,169631.484684
7.76,30,169640.506698
7.33,21,169647.20598
7.21,24,169654.274272
5.65,18,169659.391337
6.41,25,169666.651048
7.95,25,169673.532836
7.74,16,169677.795348
7.48,23,169684.433891
6.3,21,169690.271549
7.34,30,169698.975138
8.68,29,169707.165927
7.1,41,169718.847654
6.84,27,169726.408161
7.5,47,169740.23062
8.03,37,169750.962432
7.48,29,169759.765802
6.66,28,169768.304895
7.7,38,169779.377897
8.17,34,169789.561896
5.05,17,169794.627104
7.77,34,169804.422378
6.88,21,169811.00986
7.08,20,169816.98619
7.69,30,169825.437397
6.76,31,169835.288165
7.11,29,169844.252142
7.04,26,169851.795904
7.07,28,169860.243202
7.43,25,169867.589954
3.63,15,169872.574471
7.92,25,169879.393778
8.06,42,169891.943064
7.38,23,169898.248696
8.13,29,169906.926527
6.78,28,169915.851723
6.27,21,169921.790751
7.07,22,169927.939016
6.81,29,169937.079457
7.53,33,169946.777831
7.18,25,169953.618603
7.42,20,169959.644411
7.21,32,169970.021775
7.37,37,169981.28554
5.47,19,169986.787472
7.65,32,169996.921747
7.72,34,170006.798636
7.84,38,170017.383268
7.63,35,170027.816536
6.36,25,170035.628013
6.9,24,170042.132909
7.13,29,170050.928548
7.36,29,170058.844333
6.96,28,170067.286523
6.5,25,170074.498468
7.75,30,170083.486863
7.11,41,170095.773158
8.14,33,170104.526589
7.57,27,170112.406053
7.54,33,170122.520462
7.15,20,170128.226348
7.74,30,170137.512009
7.34,31,170146.062441
6.54,23,170152.90726
7.81,32,170162.790793
7.97,26,170170.639885
8.34,38,170181.799714
7.58,28,170189.621982
7.66,27,170197.851093
7.48,29,170206.294325
7.04,27,170214.797553
7.86,27,170222.366891
6.99,39,170234.011882
7.12,33,170243.263833
7.53,28,170251.06516
5.33,24,170258.388596
5.72,20,170264.116503
8.47,43,170277.082448
7.52,26,170285.268219
6.5,22,170291.302407
6.16,28,170299.779593
6.94,31,170308.58626
6.31,26,170316.207311
6.8,33,170325.406287
7.92,24,170332.560113
5.92,23,170338.438579
7.87,29,170347.131111
7.43,31,170355.927757
7.43,34,170365.319969
6.84,30,170374.526139
6.73,24,170381.216775
7.67,29,170389.998648
7.26,27,170397.63058
6.03,14,170402.035435
8.21,21,170408.010051
6.23,29,170416.433439
7.8,26,170423.748254
7.62,26,170431.402307
7.42,36,170442.106448
7.8,28,170450.150029
6.27,27,170458.103439
7.28,26,170465.660283
7.87,36,170476.197758
6.95,28,170484.133378
6.84,25,170491.34402
5.69,15,170495.582772
7.4,26,170503.219667
7.31,30,170511.420115
7.81,22,170517.879425
7.59,33,170527.487136
6.98,26,170535.547788
7.28,22,170542.009541
7.76,25,170549.275301
6.45,29,170557.803327
7.99,28,170566.472426
5.61,24,170573.25028
5.39,22,170579.989147
6.21,23,170586.679248
6.84,23,170593.624551
7.85,31,170602.954902
6.64,29,170611.66202
7.81,35,170621.895067
7.34,25,170628.774627
7.12,40,170640.400364
6.64,33,170650.425801
7.55,33,170659.503123
7.65,32,170669.367114
7.25,31,170678.854436
7.65,31,170687.935531
7.05,33,170697.665407
7.35,29,170705.962042
7.61,27,170713.793064
7.15,24,170720.504014
7.78,33,170730.003409
7.58,29,170738.584113
7.14,29,170746.565611
6.52,31,170755.919757
7.03,26,170763.27775
7.39,21,170769.970493
8.13,32,170778.79636
7.12,37,170789.868614
8.04,28,170798.008399
7.78,27,170805.777715
8.53,36,170816.396015
6.86,24,170822.933496
6.28,25,170830.549724
8.26,40,170842.523362
7.7,29,170850.835112
4.76,19,170856.633997
8.55,31,170864.960883
6.99,33,170874.629846
6.54,19,170879.945403
6.18,24,170886.977
5.68,24,170894.103878
7.18,35,170904.27267
7.85,30,170913.618663
8.18,28,170921.21338
5.73,19,170926.811143
6.98,37,170936.987132
5.74,24,170943.830271
7.29,28,170951.97083
7.8,25,170959.32393
6.25,20,170964.972342
6.19,26,170972.845677
7.2,36,170982.91325
7.18,23,170989.480106
7.2,26,170997.094578
7.26,32,171005.912744
7.14,19,171011.943169
7.64,31,171020.282522
7.92,32,171029.158566
8.05,32,171038.826713
7.44,30,171047.664181
7.13,44,171060.092388
7.28,25,171067.251453
7.14,19,171072.858427
7.9,33,171081.88161
7.76,37,171092.373719
7.66,29,171101.058352
7.75,27,171108.600875
8.02,30,171117.333092
8.37,36,171127.717997
7.46,32,171136.256846
7.89,34,171146.062812
7.43,24,171152.643151
7.55,31,171161.677657
7.7,35,171171.774883
7.4,30,171179.907293
7.0,29,171188.393159
6.86,32,171197.658723
7.03,28,171205.428323
6.37,22,171211.773894
7.28,25,171219.121018
8.15,26,171226.164231
7.28,31,171234.558059
7.73,37,171245.409602
6.8,25,171253.006024
7.65,32,171262.372796
6.64,33,171271.817295
7.56,29,171279.871348
6.87,30,171289.087667
7.55,38,171299.3804
8.35,28,171306.871336
7.39,27,171314.915267
8.2,32,171323.752564
7.99,38,171334.910438
8.14,26,171343.511027
7.59,26,171350.319771
7.04,24,171357.204024
8.21,41,171369.129305
7.62,29,171377.308807
6.71,24,171383.851993
7.75,27,171391.189632
7.22,26,171398.801033
6.84,31,171407.454714
8.33,34,171417.565187
7.54,34,171427.227328
7.7,34,171436.648355
7.66,34,171446.376432
7.85,27,171454.491204
7.43,31,171462.810386
8.14,36,171473.316607
7.3,29,171481.793107
7.66,38,171492.345915
8.52,34,171501.785337
6.76,25,171508.70928
7.72,30,171517.354802
5.88,20,171523.590572
6.68,35,171533.506153
6.82,28,171541.468859
6.61,33,171550.742713
7.67,32,171559.707015
7.74,34,171569.764748
5.79,28,171577.006528
7.35,28,171584.869962
7.38,27,171592.571762
7.86,27,171600.46364
7.48,23,171606.601448
6.88,21,171612.649602
6.03,24,171619.004007
6.81,27,171627.028539
6.46,28,171634.63216
6.95,24,171641.34905
7.62,33,171650.405023
6.67,16,171655.197351
6.85,28,171663.045188
7.08,21,171668.918795
4.9,23,171675.086616
7.72,24,171681.720484
7.94,25,171688.708619
6.54,26,171695.904564
7.62,36,171706.104863
8.21,29,171714.315763
7.53,26,171722.583231
8.17,29,171730.360467
7.67,27,171738.305354
7.37,37,171748.836564
6.55,24,171755.629537
6.64,27,171763.15027
6.32,22,171769.796639
7.68,24,171776.220449
7.77,34,171785.546956
7.54,38,171796.430313
6.72,30,171804.805882
8.17,29,171812.845395
6.05,32,171822.04878
6.91,30,171830.129377
6.44,33,171839.938171
6.52,29,171847.707621
7.55,29,171856.359118
7.48,29,171864.810436
7.48,30,171873.175291
7.13,21,171879.059934
5.37,31,171887.773259
5.86,25,171895.185014
6.26,31,171903.758998
7.13,29,171912.044262
8.35,25,171918.857082
7.5,26,171926.470205
6.68,28,171934.275446
7.47,31,171943.305217
6.02,21,171949.326402
7.8,29,171957.187895
7.07,30,171966.394567
7.63,38,171977.028411
8.06,27,171984.934354
7.89,34,171994.61177
7.38,23,172001.071096
7.62,33,172010.733307
8.03,40,172021.955346
8.14,31,172030.557609
6.91,24,172037.419744
6.53,25,172044.111267
6.49,19,172049.433268
7.46,30,172057.626105
7.12,28,172065.9618
7.54,32,172074.643203
7.32,38,172085.660568
8.46,40,172097.21288
7.04,35,172106.838768
7.35,26,172113.930507
7.69,28,172121.704426
7.47,32,172130.639841
7.18,26,172138.006684
8.52,28,172145.566847
7.3,29,172154.208136
6.63,23,172160.577806
8.12,31,172169.101875
8.37,35,172179.552242
7.71,22,172185.532723
6.83,33,172195.392201
8.11,41,172207.260683
7.32,29,172215.443215
7.65,27,172223.206743
6.9,25,172229.89384
7.62,34,172239.385181
7.4,33,172248.661825
6.65,26,172255.934565
5.7,18,172261.279438
6.87,27,172268.823175
7.06,30,172277.248578
7.85,28,172284.866875
7.95,27,172292.768863
7.08,25,172299.74761
6.28,25,172307.280109
7.78,31,172316.189931
8.22,31,172325.171043
7.35,25,172332.090359
6.97,24,172338.179256
7.39,32,172346.976071
5.83,19,172351.980635
7.32,31,172360.76852
7.71,25,172367.842309
7.23,23,172374.427433
7.06,33,172383.521837
6.64,24,172390.29673
7.83,29,172397.991172
6.95,20,172403.714505
7.08,37,172414.192039
8.46,33,172423.559943
8.17,45,172435.8125
7.49,20,172441.576447
6.45,26,172448.835018
7.95,39,172460.336766
6.49,27,172467.61892
7.46,29,172475.791385
7.0,31,172484.473535
6.57,29,172492.541791
8.03,30,172501.080265
7.48,29,172509.303011
7.96,33,172519.173209
7.46,40,172530.621302
6.34,23,172536.848958
7.97,32,172546.122468
6.49,23,172552.420811
7.74,37,172562.753341
7.26,30,172571.327356
5.85,27,172579.089721
7.98,28,172587.111075
7.38,30,172595.327645
5.77,23,172601.899577
8.03,33,172611.194424
6.55,29,172619.468242
6.23,26,172626.807401
8.22,30,172635.228036
7.42,27,172642.750987
6.88,27,172650.667271
8.07,34,172660.460895
7.58,24,172667.190378
7.45,35,172677.009421
8.49,37,172686.952804
7.21,28,172694.572522
7.12,24,172701.384124
7.12,23,172707.788186
7.4,28,172715.770837
7.95,26,172722.79228
7.56,31,172731.735206
6.66,31,172740.6953
6.81,28,172748.247127
7.6,31,172761.008907
5.87,19,172768.056339
5.97,22,172777.175796
7.62,32,172789.672176
7.97,25,172799.32937
6.19,24,172808.891404
8.65,33,172820.030997
7.29,41,172833.181023
5.44,19,172839.28797
6.65,27,172847.663234
6.57,20,172853.699
7.77,32,172863.305378
7.56,17,172868.987896
7.32,26,172876.848154
6.88,30,172886.617591
7.93,40,172897.962477
7.68,30,172906.861751
6.87,28,172914.639719
7.04,19,172919.947289
7.7,25,172927.127519
8.07,32,172936.717386
7.03,29,172948.925508
6.28,24,172956.09325
7.15,32,172965.071478
8.01,32,172973.861543
7.03,34,172983.407612
7.12,29,172991.599458
7.38,38,173003.224572
6.45,25,173010.540225
7.44,31,173019.558665
8.3,31,173028.170749
6.84,27,173035.509849
6.77,31,173045.410449
7.73,33,173055.753587
6.61,36,173065.869765
8.19,32,173075.077039
7.22,31,173084.833357
7.98,27,173092.448155
7.75,32,173101.605845
6.76,24,173107.740413
5.39,29,173116.448937
7.47,19,173122.278011
6.75,29,173130.521291
7.97,27,173137.650679
6.34,30,173147.439271
7.45,40,173159.346579
5.96,25,173166.97411
6.18,22,173174.352899
7.05,28,173182.370641
7.07,27,173190.294272
7.55,28,173198.028925
7.79,31,173207.131962
7.34,35,173216.981016
8.08,32,173225.517881
7.46,31,173234.296101
8.02,28,173242.332515
6.96,31,173250.870878
6.7,23,173257.058052
8.43,40,173268.075636
7.81,34,173278.622038
7.69,36,173289.44495
7.99,23,173296.009483
7.04,21,173302.080641
7.63,23,173308.2532
8.35,30,173316.895047
7.61,29,173324.746139
7.33,32,173333.880587
7.21,27,173341.270674
7.45,32,173350.018343
6.54,33,173359.089098
7.9,30,173367.180042
8.37,27,173375.840226
7.31,32,173384.51894
7.89,40,173395.808852
7.84,35,173405.987065
8.44,33,173415.065433
6.67,29,173422.695951
7.46,28,173430.906253
6.56,23,173437.275452
7.81,39,173448.781689
6.72,36,173458.70998
8.07,33,173467.434382
8.79,43,173480.010462
7.25,35,173490.114852
7.46,24,173497.238762
8.05,26,173504.493672
6.15,24,173511.352279
8.32,28,173519.131065
7.47,20,173524.551188
7.32,39,173535.827767
7.27,18,173541.059243
7.36,26,173548.197384
7.34,29,173556.208255
7.83,32,173565.097323
7.13,23,173571.668701
7.91,34,173581.099687
7.07,31,173589.93978
7.58,21,173595.709186
7.72,27,173603.526455
6.84,31,173612.503065
7.33,20,173617.941504
5.53,23,173625.112306
8.08,31,173634.153903
7.33,27,173641.857235
8.2,43,173653.510936
5.98,24,173660.610471
7.54,33,173670.248183
6.79,34,173679.906526
6.99,33,173689.110883
7.36,35,173699.77373
8.01,36,173709.894772
6.96,26,173717.316448
6.98,27,173724.521233
6.84,31,173733.160693
7.37,29,173741.459167
5.64,18,173746.486022
6.95,33,173756.076406
7.21,25,173762.890777
6.1,22,173769.265265
5.14,19,173774.440427
7.58,32,173783.711622
7.45,27,173791.059785
7.92,33,173800.11219
6.15,29,173808.632729
7.63,24,173815.45129
6.95,26,173822.556212
7.45,25,173829.763643
6.67,31,173838.149374
8.21,30,173846.304437
7.13,32,173855.220117
6.13,34,173865.067626
7.11,36,173875.455019
7.94,26,173883.167679
7.74,33,173892.564285
7.77,29,173901.180618
7.55,29,173909.458454
6.35,25,173916.241747
7.63,33,173925.317674
7.48,31,173933.54474
7.5,33,173943.207791
7.49,36,173952.822372
7.65,31,173961.477342
5.62,25,173968.567591
7.57,29,173976.44507
5.75,24,173983.217904
6.81,19,173988.332205
7.78,32,173997.078817
6.18,32,174005.950623
7.93,39,174016.469545
7.71,36,174026.898764
7.77,36,174037.022272
6.88,29,174044.707437
5.73,21,174051.071763
5.85,23,174057.117651
6.49,30,174065.46335
7.27,25,174072.221527
7.52,34,174081.667655
6.47,30,174090.338702
8.02,34,174099.325423
7.51,24,174105.984892
7.22,26,174112.663332
7.72,33,174122.174406
7.99,25,174129.086231
6.73,28,174137.694442
7.4,27,174145.851504
7.7,38,174156.235585
6.64,28,174164.999925
4.15,23,174171.191864
7.77,27,174179.146654
7.94,31,174187.779598
6.85,29,174196.163682
7.75,31,174205.042656
7.83,31,174214.306973
5.96,28,174222.323195
7.32,31,174230.877787
7.73,34,174240.113104
7.7,35,174250.003709
7.55,29,174257.889485
7.91,33,174267.428909
5.98,25,174274.786787
7.65,35,174284.420638
7.38,22,174291.920881
7.59,29,174300.540915
6.36,28,174308.943736
6.5,27,174316.521837
7.59,32,174325.350532
8.21,28,174333.842035
8.4,31,174343.095008
6.81,23,174349.820241
8.21,32,174360.226074
7.67,27,174368.144225
7.98,23,174374.559799
7.93,33,174384.055682
6.57,31,174392.849694
6.29,22,174399.471867
7.65,25,174406.559663
8.56,32,174415.197068
6.86,25,174422.339337
7.01,25,174430.266608
6.39,30,174438.532248
7.22,29,174446.63404
7.6,28,174454.552976
7.24,21,174460.236843
7.38,30,174468.903662
7.4,27,174476.193591
7.59,32,174485.138288
6.52,30,174493.569081
8.04,39,174504.249197
7.56,31,174512.688574
6.39,25,174520.029103
7.6,32,174528.821482
7.5,27,174536.941116
7.35,24,174543.410676
6.55,22,174549.516702
6.0,24,174556.019633
7.24,27,174563.779596
8.4,34,174573.349204
6.37,22,174580.49281
6.88,29,174588.487499
7.19,31,174597.432825
7.06,28,174606.044779
8.29,35,174615.59039
7.09,27,174623.099568
7.49,31,174631.793212
7.84,34,174641.671399
7.98,32,174650.737092
6.79,25,174657.627207
7.56,36,174668.265831
7.89,25,174675.300044
5.1,27,174683.393625
8.15,34,174692.848635
7.07,29,174700.757478
7.36,21,174706.865278
7.84,32,174715.796606
7.46,25,174722.96111
7.63,33,174732.547235
6.3,29,174740.319763
6.79,24,174747.17809
7.89,28,174755.599115
6.25,24,174763.125085
7.08,31,174771.83555
7.82,40,174783.405219
6.88,20,174788.888592
6.9,25,174796.398084
8.42,37,174806.762554
6.9,28,174814.06368
6.38,19,174819.692757
6.43,28,174827.283193
6.74,21,174833.664028
6.2,31,174842.044114
8.03,31,174850.73151
7.41,19,174856.347061
7.22,27,174864.187635
7.01,32,174872.5633
7.12,43,174884.434271
7.03,31,174893.2873
6.19,23,174899.627429
7.82,33,174908.795347
7.37,29,174916.967647
7.71,33,174926.211802
8.24,38,174937.796064
7.19,33,174947.159508
7.52,30,174955.739608
7.79,29,174964.039337
7.68,34,174974.211841
7.15,26,174981.096358
7.95,34,174990.90003
4.99,23,174997.112875
8.63,40,175008.620098
7.48,39,175019.591321
7.82,27,175026.843503
6.9,28,175034.670292
6.77,29,175042.772741
5.75,23,175049.510588
7.32,37,175060.59537
7.66,39,175071.372718
7.71,29,175079.810953
6.66,29,175088.348168
6.71,35,175098.065977
3.89,17,175103.363048
8.11,37,175113.261278
7.51,31,175122.114385
5.81,20,175127.295497
7.2,25,175134.210029
7.44,27,175141.749692
8.05,34,175151.370125
6.35,21,175157.453413
8.79,41,175168.739444
7.99,34,175178.969821
7.03,28,175186.932341
7.03,22,175193.058052
8.44,41,175204.600602
7.78,30,175213.189661
6.62,24,175220.055468
7.05,37,175230.314107
7.07,26,175237.793307
6.5,23,175244.194272
7.03,18,175249.465751
7.53,31,175258.268693
6.16,24,175264.793697
7.85,38,175275.28424
8.05,29,175283.212701
7.68,31,175291.697171
6.94,32,175300.937931
7.85,31,175309.369291
7.63,32,175318.398679
6.96,31,175327.521251
8.25,23,175333.851819
7.4,41,175345.676728
7.52,26,175352.659787
7.04,25,175359.647024
7.4,32,175368.767523
8.2,33,175377.647326
7.26,23,175384.824294
5.86,21,175390.570662
7.19,27,175398.452407
6.48,31,175407.703983
6.49,21,175414.533772
6.3,26,175421.859313
8.29,38,175432.500835
6.86,29,175440.9172
6.75,27,175448.46005
7.75,31,175457.435993
7.03,28,175465.462494
7.8,40,175476.680236
7.46,35,175486.67682
7.02,30,175494.69476
6.43,26,175502.115055
8.1,29,175509.989537
7.08,30,175518.637644
6.76,28,175527.187999
6.05,28,175535.378789
7.78,29,175544.016574
8.01,27,175551.33465
6.27,24,175558.390113
7.33,25,175565.111354
7.19,28,175573.406254
7.49,25,175580.226391
8.2,42,175591.984054
8.04,30,175600.607527
8.14,30,175608.811082
8.32,31,175618.066122
7.69,22,175623.93015
6.31,22,175630.136164
6.77,25,175637.0275
6.79,31,175646.130975
6.54,20,175651.565398
7.25,26,175658.566427
7.79,27,175665.924985
6.87,25,175673.35918
8.13,25,175679.989926
6.71,29,175688.209285
7.91,29,175696.81995
7.32,19,175702.136709
7.38,25,175709.375819
6.26,32,175718.88994
7.88,33,175728.536225
7.21,28,175736.239516
7.47,22,175742.831664
7.38,34,175752.34359
6.55,39,175763.826883
8.27,35,175773.788642
7.53,30,175782.039415
6.45,24,175788.813353
6.67,29,175797.022018
6.79,24,175803.712496
7.4,30,175812.308689
7.42,30,175820.750395
7.95,30,175829.529257
6.58,21,175835.552773
7.65,29,175844.680384
7.21,26,175852.305844
7.18,37,175862.885502
8.38,42,175875.144957
7.37,30,175883.731193
7.68,32,175892.879096
7.48,28,175901.258826
7.49,29,175909.366951
7.57,24,175916.106497
7.16,30,175924.184224
7.07,20,175930.30677
7.71,27,175938.058557
6.15,20,175943.777897
7.91,37,175954.675903
5.99,30,175963.248495
7.64,27,175970.964614
7.71,35,175980.61518
6.05,27,175988.148859
7.04,25,175995.174965
7.2,23,176001.806493
7.18,28,176009.600511
7.59,40,176020.945319
7.3,24,176027.900198
7.39,25,176034.820438
6.61,24,176042.525285
7.49,24,176049.369949
7.75,27,176057.092872
6.88,30,176065.134012
6.18,20,176070.49173
6.94,22,176076.647581
6.62,25,176084.094681
7.37,36,176093.529508
8.06,33,176102.957376
7.78,31,176111.779602
8.08,38,176122.50064
8.06,42,176134.080957
7.66,27,176141.647466
6.57,35,176151.517011
5.77,22,176158.21774
7.32,34,176168.191442
7.72,22,176174.577804
7.86,28,176182.509951
7.7,32,176191.321273
7.16,27,176199.398748
6.8,27,176207.097615
7.21,28,176215.215006
